wordform,occurence
тутулуктааҕы,1
тутулуктааҕый,1
тутулуктааҕын,12
тутулуктаммыта,1
тутулуктанан,2
тутулуктанар,3
тутулуктанары,1
тутулуктанарын,2
тутулуктаныа,1
тутулуктаныма,1
тутулун,21
тутулунан,3
тутулунна,40
тутулуннахтарына,2
тутулуннаҕына,6
тутулуннулар,6
тутулута,1
тутум,22
тутума,3
тутумун,1
тутумуохха,1
тутун,7
тутуналларыгар,1
тутунан,1
тутунна,9
тутуннахха,2
тутуннаҕыҥ,2
тутуннубут,1
тутуннулар,1
тутуо,8
тутуой,1
тутуом,1
тутуон,5
тутуоран,1
тутуох,2
тутуохпут,2
тутуохпутун,2
тутуохтаахпыт,2
тутуохтаахпытый,2
тутуохтаахтар,2
тутуохтааҕы,2
тутуохтара,32
тутуохтарын,3
тутуохха,5
тутуоҕа,9
тутуоҕуҥ,2
тутуоҥ,1
тутурктаах,1
тутус,4
тутусп,1
тутуспакка,5
тутуспат,7
тутуспата,1
тутуспатахтар,1
тутуспатахтара,1
тутуспатаҕа,2
тутуспатаҕын,1
тутуспатаҕыттан,2
тутуспаттан,1
тутуспаттар,2
тутуспаттарын,2
тутуспут,10
тутуспута,4
тутуспуттара,1
тутуспутунан,3
тутуста,1
тутустахпытына,2
тутустахха,7
тутустаҕа,1
тутустулар,2
тутуталаан,12
тутутар,2
тутутууга,1
тутуу,453
тутууга,119
тутуулаан,4
тутуулаах,6
тутуулар,11
тутуулара,14
тутууларга,5
тутуулардаах,1
тутуулартан,2
тутуулары,17
тутууларыгар,5
тутууларын,10
тутуулах,1
тутуулла,1
тутууллуутун,1
тутуум,1
тутуунан,1
тутууну,50
тутуунуу,1
тутуурдаах,21
тутуурдаахтар,2
тутуут,1
тутуута,99
тутуутну,1
тутууттан,4
тутуутугар,51
тутуутун,91
тутуутунан,1
тутуутуттан,1
тутуҥ,4
тутуһа,11
тутуһааччы,1
тутуһааччыламмыта,1
тутуһааччылар,1
тутуһабын,3
тутуһабыт,3
тутуһабытый,2
тутуһаллар,6
тутуһаллара,17
тутуһалларыгар,8
тутуһалларын,6
тутуһан,60
тутуһаныыга,1
тутуһар,26
тутуһара,4
тутуһарга,8
тутуһаргытыгар,1
тутуһарын,2
тутуһуллаллар,2
тутуһуллалларын,2
тутуһуллан,1
тутуһуллар,10
тутуһулларыгар,2
тутуһулларын,1
тутуһуллубатах,1
тутуһуллубатаҕыттан,1
тутуһуллубаттарын,1
тутуһуллуо,1
тутуһуллуохтаах,5
тутуһуллуохтаахтарын,1
тутуһуллуохтааҕыттан,1
тутуһуллуохтара,24
тутуһуллуоҕа,1
тутуһулуннахтарына,1
тутуһулуннаҕына,1
тутуһуннарар,1
тутуһуо,1
тутуһуон,1
тутуһуохтаахпыт,2
тутуһуохтаахтар,2
тутуһуохтааххын,1
тутуһуохтааҕын,2
тутуһуохтара,24
тутуһуохха,6
тутуһуоххут,2
тутуһуу,35
тутуһууга,4
тутуһууларыгар,1
тутуһууларын,5
тутуһууларынан,2
тутуһууну,11
тутуһуута,1
тутуһуутугар,1
тутуһуутун,1
тутуһуҥ,1
туу,13
туугун,2
тууйас,2
тууйастаах,1
тууйулла,1
тууйуллуутун,1
туула,3
туулаан,4
тууларын,1
туулаҕа,1
тууллайталаан,2
туулууллар,1
туулуурга,1
туумба,1
туумбалаах,1
туумбаҕа,1
тууна,3
туундара,30
туундараларыттан,1
туундаранан,1
туундараны,1
туундарата,6
туундараттан,1
туундаратыгар,4
туундаратын,1
туундараҕа,27
тууну,1
туура,4
туурата,3
тууратын,3
туураҕа,1
туурдары,1
туус,14
тууспан,4
туустаан,1
туустаах,9
туустаныыта,2
туустарын,1
туут,1
тууттуу,2
тууттууга,1
тууту,1
туутууга,1
туутууларга,1
туутууну,1
тууччалыы,1
тууччах,5
тууһа,13
тууһаммыт,2
тууһан,1
тууһанар,3
тууһу,1
тууһун,10
тууһуохтарын,1
тууһурбут,2
тууһууллар,8
туфенк,1
туха,2
тухары,263
тухманов,1
туххары,2
туцзюэлэр,1
туцуй,1
тучи,2
тушенан,1
тушенка,1
тушенканы,1
тушканчик,1
тушуются,1
тушь,1
туьан,1
туьунан,2
туьуон,1
туьэриллибит,1
туьэрээччитэ,1
туяра,13
туҥнэстэ,2
туҥуй,3
туһа,42
туһаайа,2
туһаайаллар,1
туһаайалларын,1
туһаайан,44
туһаайар,21
туһаайбыт,4
туһаайбыта,2
туһаайда,4
туһаайыахтара,2
туһаайыахха,1
туһаайыаҕа,1
туһаайыллаллар,4
туһаайыллаллара,1
туһаайыллан,3
туһаайыллар,110
туһаайыллара,2
туһаайыллыахтара,1
туһаайыллыаҕа,3
туһаайыллыбатах,1
туһаайыллыбыт,8
туһаайыллыбыта,1
туһаайыллыбыттар,1
туһаайыллыбыттарын,1
туһаайыллыбытыттан,1
туһаайылынна,2
туһаайыы,5
туһаайыыбытыгар,1
туһаайыыга,4
туһаайыыгар,2
туһаайыылаах,1
туһаайыылара,3
туһаайыылары,2
туһаайыыларын,1
туһаайыыта,4
туһаайыытыгар,33
туһаайыытын,11
туһаайыытынан,18
туһаан,1
туһааннаан,2
туһааннаах,68
туһааннааҕын,1
туһааннах,1
туһайан,1
туһайарыгытыгар,1
туһалаабат,5
туһалаабатаҕа,1
туһалаабыт,1
туһалаарай,1
туһалаата,2
туһалаатар,2
туһалаах,105
туһалаахтар,5
туһалаахтарын,1
туһалаахтык,29
туһалааҕаа,1
туһалааҕы,4
туһалааҕый,1
туһалааҕын,5
туһалааҕынан,2
туһалааҥ,2
туһалара,1
туһаларыгар,3
туһаларын,1
туһаларынан,1
туһалыа,9
туһалыахтара,1
туһалыы,1
туһалыыр,5
туһалыырыттан,1
туһаммакка,7
туһаммаккын,2
туһамматах,4
туһамматаҕын,1
туһамматтар,1
туһамматым,1
туһаммыт,7
туһаммыта,3
туһаммыттар,4
туһаммыттара,3
туһаммыттарын,2
туһаммытын,1
туһан,4
туһана,10
туһанаары,7
туһанааччы,6
туһанааччыга,1
туһанааччылар,8
туһанааччылара,4
туһанааччыларга,2
туһанааччылары,4
туһанааччыларыгар,1
туһанааччыларын,4
туһанабын,2
туһанабыт,7
туһанабытый,1
туһаналлар,14
туһаналлара,3
туһаналларыгар,4
туһаналларый,1
туһаналларын,1
туһанан,112
туһанар,62
туһанара,1
туһанарбыт,1
туһанарга,24
туһанаргытыгар,1
туһанарый,1
туһанарын,4
туһанаҕын,3
туһанн,1
туһанна,11
туһаннаҕына,2
туһанныбыт,3
туһаннылар,7
туһаннылларын,1
туһанным,1
